experiment,native_language,speech_version,speech_recording,site,p_n_unique,participant_n,trial_type,trial_number,block_ws,block_cswl,condition_cswl,target_audio_ws,distractor_audio_ws,distractor_audio_type_ws,target_audio_cswl,target_visual,distractor_visual_1,distractor_visual_2,distractor_visual_3,freq_pair,key_pressed,is_correct,rt,chance_level,sona_gift_card,id_quest,age,gender,education,major,born_native,other_native,live_abroad,months_abroad,age_abroad,native_speaker,alternative_native_language,speak_foreign_language,foreign_1,level_1,age_acquisition_1,foreign_2,level_2,age_acquisition_2,foreign_3,level_3,age_acquisition_3,foreign_4,level_4,age_acquisition_4,normal_hearing,hearing_impairment,normal_vision,vision_impairment
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,warm up ws,NA,NA,NA,NA,audio/pato.wav,audio/tibo.wav,NA,NA,NA,NA,NA,NA,NA,1,1,0.800533445,NA,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,5,4,NA,NA,audio/p5.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.816683602,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,6,4,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.683952971,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,7,4,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.152724321,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,8,5,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.649769491,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,9,5,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.850771585,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,10,5,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.917358909,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,11,2,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,0.93419361,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,12,2,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.750754494,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,13,2,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.133345114,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,14,6,NA,NA,audio/p6.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,1.467009564,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,15,6,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.051109662,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,16,6,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.617247838,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,17,1,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.600719262,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,18,1,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.717254219,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,19,1,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.583625737,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,20,3,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.800623141,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,21,3,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.617285769,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,test ws,22,3,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.517197278,0.5,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7.785343613,NA,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,126,26,puzzle concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4.034482466,NA,NA,14,26,female,graduate,gerontology,yes,NA,yes,4,26,yes,NA,yes,Spanish,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,warm up ws,NA,NA,NA,NA,audio/bola.wav,audio/fabu.wav,NA,NA,NA,NA,NA,NA,NA,1,1,8.401613722,NA,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,warm up ws,NA,NA,NA,NA,audio/pato.wav,audio/tibo.wav,NA,NA,NA,NA,NA,NA,NA,1,1,1.200650451,NA,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,warm up ws,NA,NA,NA,NA,audio/tela.wav,audio/bafi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,1.48495096,NA,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,warm up ws,NA,NA,NA,NA,audio/cabo.wav,audio/guvi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,1.400565932,NA,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,5,1,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,1.085166408,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,6,1,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,0.834037736,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,7,1,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.467231349,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,8,4,NA,NA,audio/p5.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,1.134423249,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,9,4,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.783524707,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,10,4,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.334380231,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,11,2,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,0.916691322,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,12,2,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.834196154,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,13,2,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,2.000905883,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,14,5,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.417339943,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,15,5,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,1.517540889,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,16,5,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.866942716,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,17,6,NA,NA,audio/p6.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.084080241,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,18,6,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.501263551,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,19,6,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.917447266,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,20,3,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.050669216,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,21,3,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.867290343,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,test ws,22,3,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.30068717700000003,0.5,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6.651658904,NA,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,127,27,puzzle concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.150926835,NA,NA,15,27,female,graduate,production engineering,yes,NA,yes,2,23,yes,NA,yes,Spanish,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,warm up ws,NA,NA,NA,NA,audio/pato.wav,audio/tibo.wav,NA,NA,NA,NA,NA,NA,NA,1,1,7.9357528,NA,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,warm up ws,NA,NA,NA,NA,audio/tela.wav,audio/bafi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,3.268547958,NA,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,warm up ws,NA,NA,NA,NA,audio/bola.wav,audio/fabu.wav,NA,NA,NA,NA,NA,NA,NA,1,1,1.683724046,NA,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,warm up ws,NA,NA,NA,NA,audio/cabo.wav,audio/guvi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,1.483832216,NA,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,5,2,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,2.485202197,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,6,2,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.01739385,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,7,2,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,2.217681055,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,8,3,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,2.950683362,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,9,3,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,4.401026906,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,10,3,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.86803513,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,11,6,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.83411092,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,12,6,NA,NA,audio/p6.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,3.417862946,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,13,6,NA,NA,audio/p4.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.800773526,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,14,5,NA,NA,audio/p5.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,1.450805857,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,15,5,NA,NA,audio/p4.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.450689386,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,16,5,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.33387017,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,17,1,NA,NA,audio/p6.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.900520637,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,18,1,NA,NA,audio/p5.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,2.383807539,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,19,1,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,0.766914468,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,20,4,NA,NA,audio/p5.wav,audio/pp1.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.934351136,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,21,4,NA,NA,audio/p6.wav,audio/pp3.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.635056698,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,test ws,22,4,NA,NA,audio/p4.wav,audio/pp2.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,2.567919597,0.5,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,10.31890257,NA,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,128,28,puzzle concentration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,9.519064379,NA,NA,16,19,female,undergraduate,special education,yes,NA,no,NA,NA,yes,NA,yes,Spanish,3,7,English,2,11,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
Exp1 - ws only,brazilian-portuguese,L_aligned,mbrola,lab,129,29,warm up ws,NA,NA,NA,NA,audio/bola.wav,audio/fabu.wav,NA,NA,NA,NA,NA,NA,NA,1,1,2.000456065,NA,NA,17,22,female,graduate,pedagogia,yes,NA,no,NA,NA,yes,NA,yes,Spanish,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
