experiment,native_language,speech_version,speech_recording,site,p_n_unique,participant_n,trial_type,trial_number,block_ws,block_cswl,condition_cswl,target_audio_ws,distractor_audio_ws,distractor_audio_type_ws,target_audio_cswl,target_visual,distractor_visual_1,distractor_visual_2,distractor_visual_3,freq_pair,key_pressed,is_correct,rt,chance_level,sona_gift_card,id_quest,age,gender,education,major,born_native,other_native,live_abroad,months_abroad,age_abroad,native_speaker,alternative_native_language,speak_foreign_language,foreign_1,level_1,age_acquisition_1,foreign_2,level_2,age_acquisition_2,foreign_3,level_3,age_acquisition_3,foreign_4,level_4,age_acquisition_4,normal_hearing,hearing_impairment,normal_vision,vision_impairment
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,11,5,NA,NA,audio/pp1.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,3.815889586,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,12,5,NA,NA,audio/pp2.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.932946104,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,13,5,NA,NA,audio/pp3.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.966488732,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,14,2,NA,NA,audio/pp3.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.350007526,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,15,2,NA,NA,audio/pp2.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,2,0,3.166125184,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,16,2,NA,NA,audio/pp1.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,1.483231537,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,17,6,NA,NA,audio/pp3.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,1.899891551,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,18,6,NA,NA,audio/pp2.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,4.982176131,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,19,6,NA,NA,audio/pp1.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,2.799638847,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,20,4,NA,NA,audio/pp2.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,2.249710348,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,21,4,NA,NA,audio/pp3.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,5.248815733,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test ws,22,4,NA,NA,audio/pp1.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,1,0,2.033173721,0.5,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6.831571283,NA,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,NA,4,1,3.782541389,NA,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,NA,2,1,2.583278976,NA,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,26,NA,NA,NA,NA,NA,NA,audio/pp3.wav,img/06.jpg,img/01.jpg,img/02.jpg,img/03.jpg,high,2,1,9.147456877,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,27,NA,NA,NA,NA,NA,NA,audio/p4.wav,img/01.jpg,img/03.jpg,img/05.jpg,img/04.jpg,low,1,1,6.848176674,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,28,NA,NA,NA,NA,NA,NA,audio/pp3.wav,img/06.jpg,img/04.jpg,img/03.jpg,img/02.jpg,high,2,1,2.999544425,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,29,NA,NA,NA,NA,NA,NA,audio/p5.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,low,3,1,4.415659916,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,30,NA,NA,NA,NA,NA,NA,audio/p5.wav,img/02.jpg,img/03.jpg,img/04.jpg,img/05.jpg,low,3,1,2.649607601,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,31,NA,NA,NA,NA,NA,NA,audio/p4.wav,img/01.jpg,img/05.jpg,img/06.jpg,img/03.jpg,low,1,0,6.29832686,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,32,NA,NA,NA,NA,NA,NA,audio/pp2.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,high,1,0,5.315390107,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,33,NA,NA,NA,NA,NA,NA,audio/p6.wav,img/03.jpg,img/02.jpg,img/06.jpg,img/01.jpg,low,3,1,3.766079684,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,34,NA,NA,NA,NA,NA,NA,audio/pp1.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,high,3,0,3.382988526,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,35,NA,NA,NA,NA,NA,NA,audio/p6.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,low,2,0,6.864951409,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,36,NA,NA,NA,NA,NA,NA,audio/pp1.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,high,3,0,3.066098842,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,test cswl,37,NA,NA,NA,NA,NA,NA,audio/pp2.wav,img/05.jpg,img/02.jpg,img/03.jpg,img/04.jpg,high,4,0,3.949289782,0.25,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,289,1,self evaluation cswl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4.365706329,NA,NA,328,24,male,undergraduate,math,no,Japan,yes,24,10,yes,NA,yes,Japanese,3,10,English,3,16,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,warm up ws,NA,NA,NA,NA,audio/cabo.wav,audio/guvi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,3.616042736,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,warm up ws,NA,NA,NA,NA,audio/pato.wav,audio/tibo.wav,NA,NA,NA,NA,NA,NA,NA,1,1,2.566147307,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,warm up ws,NA,NA,NA,NA,audio/tela.wav,audio/bafi.wav,NA,NA,NA,NA,NA,NA,NA,2,1,2.533083062,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,warm up ws,NA,NA,NA,NA,audio/bola.wav,audio/fabu.wav,NA,NA,NA,NA,NA,NA,NA,1,1,0.884610692,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,5,1,NA,NA,audio/pp2.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.384041651,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,6,1,NA,NA,audio/pp3.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.283819166,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,7,1,NA,NA,audio/pp1.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.267457812,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,8,2,NA,NA,audio/pp3.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.333702621,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,9,2,NA,NA,audio/pp1.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.40032831,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,10,2,NA,NA,audio/pp2.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.983533163,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,11,4,NA,NA,audio/pp3.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.617164853,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,12,4,NA,NA,audio/pp1.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.46704922,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,13,4,NA,NA,audio/pp2.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.866835858,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,14,3,NA,NA,audio/pp3.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.616933359,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,15,3,NA,NA,audio/pp2.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.683156501,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,16,3,NA,NA,audio/pp1.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.333737972,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,17,6,NA,NA,audio/pp1.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.566955254,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,18,6,NA,NA,audio/pp3.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.283578549,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,19,6,NA,NA,audio/pp2.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,0.517007369,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,20,5,NA,NA,audio/pp2.wav,audio/pp5.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.21711137,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,21,5,NA,NA,audio/pp3.wav,audio/pp4.wav,part_word,NA,NA,NA,NA,NA,NA,1,1,0.450589795,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test ws,22,5,NA,NA,audio/pp1.wav,audio/pp6.wav,part_word,NA,NA,NA,NA,NA,NA,2,1,1.033457671,0.5,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,self evaluation ws,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4.732226307,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/bola.wav,img/bola.jpg,img/casa.jpg,img/pato.jpg,img/gato.jpg,NA,2,1,1.733255485,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,warm up cswl,NA,NA,NA,NA,NA,NA,NA,audio/pato.wav,img/pato.jpg,img/bola.jpg,img/gato.jpg,img/casa.jpg,NA,4,1,1.699925534,NA,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test cswl,26,NA,NA,NA,NA,NA,NA,audio/p6.wav,img/03.jpg,img/01.jpg,img/05.jpg,img/06.jpg,low,1,1,1.383451513,0.25,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test cswl,27,NA,NA,NA,NA,NA,NA,audio/pp1.wav,img/04.jpg,img/01.jpg,img/06.jpg,img/05.jpg,high,2,1,1.816777928,0.25,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test cswl,28,NA,NA,NA,NA,NA,NA,audio/pp2.wav,img/05.jpg,img/01.jpg,img/04.jpg,img/02.jpg,high,4,1,5.015443932,0.25,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test cswl,29,NA,NA,NA,NA,NA,NA,audio/p6.wav,img/03.jpg,img/02.jpg,img/06.jpg,img/01.jpg,low,3,1,2.18290049,0.25,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test cswl,30,NA,NA,NA,NA,NA,NA,audio/p5.wav,img/02.jpg,img/05.jpg,img/04.jpg,img/06.jpg,low,3,1,2.033208502,0.25,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
1,brazilian-portuguese,L_balanced,mbrola,lab,291,2,test cswl,31,NA,NA,NA,NA,NA,NA,audio/pp1.wav,img/04.jpg,img/02.jpg,img/06.jpg,img/01.jpg,high,1,1,1.566516215,0.25,NA,329,19,female,undergraduate,occupational therapy,yes,NA,no,NA,NA,yes,NA,yes,English,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA
